,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,HTTPS_token,Result
5782,2,1,1,1,1,2,2,2,2
5783,2,1,1,1,1,2,2,1,1
5784,2,1,1,1,1,2,2,2,2
5785,1,1,1,2,1,2,2,1,1
5786,2,2,1,1,1,2,2,1,2
5787,2,1,1,2,2,2,2,2,2
5788,2,2,1,1,1,2,2,1,2
5789,2,2,1,1,1,2,0,1,2
5790,2,2,1,1,1,2,0,1,2
5791,1,2,1,1,1,2,0,1,2
5792,2,2,1,2,1,2,0,2,2
5793,1,2,1,1,1,2,0,1,2
5794,2,1,1,1,1,2,1,1,2
5795,2,2,1,2,1,2,1,1,1
5796,2,2,1,1,1,2,1,1,1
5797,2,2,2,1,2,2,0,2,1
5798,2,2,1,1,1,2,0,1,2
5799,1,2,1,1,1,2,1,1,1
5800,2,2,1,1,1,2,0,1,2
5801,2,2,1,1,1,2,1,1,1
5802,2,1,1,1,1,2,0,2,2
5803,1,2,1,1,1,2,1,1,1
5804,1,2,1,1,1,2,0,1,2
5805,1,2,1,1,1,1,1,1,1
5806,1,2,1,1,1,2,0,1,2
5807,2,2,1,1,1,2,0,1,2
5808,1,0,1,2,1,2,2,2,1
5809,1,1,2,1,2,2,0,2,2
5810,1,2,1,1,1,2,0,1,2
5811,2,2,1,2,1,2,1,1,1
5812,1,2,1,1,1,2,1,1,1
5813,1,2,1,1,1,2,1,1,1
5814,2,2,2,1,2,2,1,2,1
5815,2,2,2,1,2,2,1,2,1
5816,2,2,2,2,2,2,1,2,2
5817,2,2,1,1,2,2,0,1,2
5818,2,2,1,2,1,2,0,1,2
5819,2,2,1,2,2,2,0,1,2
5820,2,2,1,1,1,2,0,1,2
5821,1,2,1,1,1,2,1,1,1
5822,1,2,1,1,1,2,0,1,2
5823,2,2,1,1,1,2,0,1,2
5824,2,1,1,1,1,2,0,1,2
5825,2,2,1,1,1,2,0,1,2
5826,1,2,1,1,1,2,1,1,1
5827,2,2,2,1,2,2,1,2,1
5828,1,2,1,1,1,2,0,1,2
5829,2,2,1,1,1,1,1,1,1
5830,1,2,1,1,1,2,0,1,2
5831,2,2,1,1,1,2,0,1,1
5832,2,2,2,2,2,2,1,2,1
5833,1,2,1,1,1,2,1,1,2
5834,1,2,1,1,1,2,1,1,1
5835,1,2,1,2,1,2,2,2,1
5836,2,2,1,1,1,2,0,1,2
5837,1,2,1,1,1,2,2,1,1
5838,2,2,1,1,1,2,1,1,2
5839,1,2,1,1,1,2,1,1,1
5840,2,1,1,1,1,2,1,1,1
5841,2,2,1,2,1,1,1,2,1
5842,1,2,1,1,1,2,2,1,1
5843,2,2,1,1,1,2,1,1,2
5844,1,2,1,1,1,2,1,1,1
5845,2,1,2,2,2,2,2,2,1
5846,2,1,2,1,1,2,0,1,2
5847,1,1,1,1,1,2,0,1,2
5848,2,2,1,1,1,2,0,1,2
5849,2,1,2,1,2,2,1,2,2
5850,1,2,1,1,1,2,1,1,1
5851,2,0,1,2,1,2,0,1,2
5852,2,2,1,1,1,2,0,1,2
5853,2,2,2,1,2,2,0,2,1
5854,2,2,1,2,1,2,0,1,2
5855,2,2,1,2,1,2,0,1,2
5856,2,1,1,2,1,2,0,1,2
5857,2,2,1,1,1,1,1,1,1
5858,1,2,2,1,2,1,1,2,1
5859,2,2,1,1,1,1,2,1,1
5860,2,2,1,1,1,2,2,1,1
5861,2,2,1,1,1,2,0,1,2
5862,2,2,1,1,1,2,0,1,2
5863,2,2,1,2,1,2,0,1,2
5864,2,2,1,2,1,2,1,1,1
5865,2,2,1,1,1,2,1,1,2
5866,1,2,1,1,1,2,0,1,2
5867,2,2,1,1,1,2,2,1,1
5868,1,2,1,1,1,2,0,1,2
5869,2,2,1,1,1,2,1,1,1
5870,2,2,1,1,1,2,0,1,2
5871,2,2,2,1,2,2,1,2,1
5872,1,1,1,1,1,2,2,1,1
5873,1,2,1,1,1,1,1,1,1
5874,2,2,1,1,1,2,2,1,1
5875,2,2,1,2,1,2,0,2,2
5876,1,2,1,1,1,2,0,1,1
5877,1,2,1,1,1,2,1,1,1
5878,2,2,1,1,1,2,0,1,2
5879,1,2,1,1,1,2,0,2,2
5880,2,2,2,1,2,2,1,2,1
5881,2,2,1,1,1,2,1,1,2
5882,1,2,1,1,1,2,0,1,2
5883,2,1,1,1,1,1,1,1,1
5884,1,2,1,1,1,2,1,1,1
5885,2,2,1,1,1,2,1,1,2
5886,2,2,1,1,1,2,1,1,1
5887,1,2,1,1,1,2,1,1,2
5888,1,2,1,1,1,2,0,1,1
5889,1,2,1,1,1,2,1,1,1
5890,2,2,1,1,1,2,0,1,2
5891,2,2,1,1,1,2,0,1,2
5892,2,2,1,1,1,2,0,1,2
5893,2,2,1,1,1,2,0,1,2
5894,1,2,1,1,1,2,0,2,2
5895,1,1,1,1,1,2,2,1,1
5896,1,2,1,2,1,2,0,1,2
5897,1,2,1,1,1,2,0,1,2
5898,1,2,1,2,1,2,0,1,2
5899,1,2,1,1,1,2,0,1,1
5900,2,1,2,2,2,2,0,2,2
5901,1,2,1,1,1,2,1,1,1
5902,1,2,1,1,1,2,2,1,1
5903,1,2,1,1,1,2,2,1,1
5904,2,2,1,1,1,2,2,1,1
5905,1,2,1,2,1,2,0,1,2
5906,1,2,1,1,1,1,2,1,1
5907,2,2,1,2,1,2,0,1,2
5908,2,1,2,2,1,2,0,1,2
5909,2,2,1,1,1,2,1,1,2
5910,1,2,2,1,2,2,1,2,2
5911,1,2,1,1,1,2,0,1,2
5912,1,2,1,1,1,1,1,1,1
5913,1,2,1,2,1,2,0,1,2
5914,2,2,1,1,1,1,0,1,1
5915,1,2,1,1,1,2,1,1,1
5916,2,2,1,1,1,2,1,1,2
5917,1,2,1,1,1,2,2,1,1
5918,2,2,1,1,1,2,1,1,1
5919,1,2,1,1,1,2,1,2,1
5920,1,2,1,1,1,2,1,2,1
5921,1,2,1,1,1,2,1,1,1
5922,1,2,1,1,1,2,1,1,1
5923,1,1,1,1,1,1,1,1,1
5924,1,2,1,2,1,2,1,1,2
5925,1,2,1,1,1,2,2,1,1
5926,1,2,1,1,1,2,1,1,1
5927,2,2,2,1,2,2,1,2,1
5928,2,2,1,1,1,2,2,1,1
5929,2,2,1,1,1,2,0,1,1
5930,2,2,1,1,1,2,1,1,1
5931,1,2,1,1,1,2,0,1,1
5932,1,2,1,2,1,2,0,1,1
5933,2,2,1,2,1,2,0,1,2
5934,2,2,1,1,1,2,1,1,2
5935,1,1,2,1,2,2,0,2,1
5936,1,2,1,2,1,2,1,1,2
5937,2,1,2,1,2,2,0,2,2
5938,1,2,1,1,1,2,0,1,2
5939,2,2,1,1,1,2,0,1,1
5940,1,2,1,1,1,2,0,1,1
5941,1,1,1,1,1,2,0,1,1
5942,1,2,1,1,1,1,0,1,1
5943,1,1,1,1,1,2,1,1,1
5944,2,2,1,1,1,2,0,1,2
5945,2,2,1,1,1,2,0,1,2
5946,1,2,1,1,1,2,0,1,2
5947,2,2,1,1,1,2,1,2,2
5948,1,2,1,1,1,2,1,1,1
5949,2,2,1,1,1,2,0,1,2
5950,2,1,1,1,1,2,0,1,2
5951,2,2,1,1,1,2,0,1,2
5952,1,2,1,1,1,2,1,1,1
5953,1,2,1,1,1,2,0,1,1
5954,2,2,1,1,1,2,1,1,2
5955,2,1,1,1,1,1,1,1,1
5956,2,2,2,2,2,2,0,2,2
5957,1,2,1,1,1,2,1,1,2
5958,2,2,1,1,1,2,0,1,2
5959,2,2,1,1,1,2,1,1,1
5960,2,2,1,1,1,2,1,1,1
5961,1,2,1,1,1,2,0,1,1
5962,1,2,1,1,1,2,0,1,1
5963,1,2,1,1,1,2,0,1,2
5964,1,2,1,1,1,2,1,1,1
5965,1,2,1,2,1,2,1,1,1
5966,2,2,1,1,1,1,0,1,1
5967,2,2,1,1,1,2,0,1,2
5968,2,2,1,1,1,2,0,1,2
5969,1,2,1,1,1,2,0,1,1
5970,2,2,1,1,1,2,0,1,2
5971,2,2,1,1,1,2,0,2,1
5972,2,2,1,1,1,2,2,1,2
5973,2,2,2,2,1,1,1,1,1
5974,2,2,1,2,1,2,2,1,2
5975,1,2,1,1,1,2,1,1,2
5976,1,2,1,1,1,2,0,1,1
5977,2,1,2,2,2,2,2,2,2
5978,1,2,1,2,1,2,2,1,2
5979,1,2,1,1,1,2,0,1,1
5980,1,2,1,1,1,2,0,1,1
5981,1,2,1,2,1,2,0,1,2
5982,1,2,1,1,1,2,0,1,2
5983,2,1,1,1,1,2,0,1,1
5984,2,2,2,1,2,2,0,2,2
5985,1,2,1,1,1,2,1,1,2
5986,2,2,1,1,1,1,1,1,1
5987,1,2,1,2,1,1,1,1,1
5988,1,2,1,1,1,2,1,1,1
5989,2,2,1,1,1,2,0,1,2
5990,1,2,1,1,1,2,0,1,1
5991,2,1,2,1,2,2,1,2,1
5992,2,2,1,1,1,2,0,1,2
5993,1,2,1,1,1,1,1,1,1
5994,2,2,1,1,1,2,0,1,1
5995,1,2,1,1,1,2,1,1,1
5996,2,2,1,1,1,2,0,1,1
5997,2,2,1,1,2,2,1,1,2
5998,2,2,1,1,1,2,0,1,2
5999,2,1,2,1,2,2,1,2,1
6000,2,2,1,1,1,2,0,1,2
6001,2,2,2,2,2,2,1,2,1
6002,2,1,1,1,1,2,2,1,2
6003,2,1,1,1,1,2,1,1,1
6004,1,2,1,1,1,2,1,1,1
6005,2,2,1,2,1,2,0,2,2
6006,1,2,1,2,1,1,1,1,1
6007,1,1,1,1,1,2,0,1,2
6008,2,2,2,2,2,2,0,2,2
6009,1,1,1,2,1,2,0,1,1
6010,1,2,1,1,1,2,1,1,1
6011,2,2,2,2,2,2,1,2,1
6012,2,2,1,1,1,2,0,1,2
6013,2,2,1,1,1,2,1,1,1
6014,2,2,2,2,2,2,1,2,2
6015,1,2,1,1,1,2,0,1,2
6016,1,2,1,1,1,2,1,1,1
6017,2,2,1,1,1,2,0,1,2
6018,2,2,1,2,1,2,0,1,1
6019,1,1,1,1,1,2,1,1,1
6020,2,2,1,1,1,2,0,1,1
6021,2,0,1,1,1,2,0,1,2
6022,2,2,2,1,2,2,0,2,1
6023,1,1,1,2,1,2,1,1,2
6024,1,2,1,1,1,2,1,1,1
6025,2,2,1,1,1,1,1,1,1
6026,1,1,1,2,1,2,0,1,1
6027,2,2,1,1,1,2,0,1,2
6028,1,2,1,1,1,1,1,1,1
6029,1,2,1,1,1,2,0,1,2
6030,1,2,1,1,1,1,0,1,1
6031,2,2,1,1,1,2,1,1,1
6032,2,2,1,1,1,2,0,1,2
6033,2,2,1,1,1,2,0,1,2
6034,1,2,1,1,1,2,1,1,1
6035,1,2,1,1,1,2,1,1,1
6036,1,2,1,1,1,2,0,1,2
6037,1,2,1,1,1,1,1,1,1
6038,2,1,1,1,1,2,1,1,1
6039,1,2,1,1,1,1,0,1,1
6040,2,1,1,1,1,2,1,1,2
6041,1,2,1,1,1,1,0,1,1
6042,2,1,2,2,2,2,1,2,2
6043,2,1,1,2,1,2,1,1,2
6044,1,2,1,1,1,2,0,1,2
6045,1,1,1,1,1,2,1,1,1
6046,1,2,1,1,1,2,1,1,1
6047,1,2,1,1,1,2,1,1,1
6048,1,2,2,1,2,2,1,2,1
6049,2,2,1,1,1,2,1,1,2
6050,1,1,1,2,1,1,1,1,1
6051,2,2,1,1,1,2,0,1,2
6052,2,1,2,1,2,2,2,2,1
6053,1,2,1,1,1,2,0,1,1
6054,2,2,1,2,1,2,0,1,2
6055,2,2,1,1,1,2,0,1,2
6056,2,2,1,1,1,2,1,1,2
6057,1,1,1,1,1,1,2,1,1
6058,2,2,1,1,1,2,0,1,2
6059,2,2,1,2,1,1,0,1,1
6060,2,1,1,2,1,1,1,1,1
6061,2,2,1,1,1,2,1,1,1
6062,2,2,1,2,1,2,0,1,2
6063,1,2,1,1,1,2,1,1,1
6064,2,2,1,1,2,2,0,2,2
6065,1,2,1,1,1,2,2,1,1
6066,1,2,1,1,1,2,2,1,1
6067,1,2,1,1,1,2,1,1,1
6068,1,2,1,1,1,2,1,1,1
6069,2,2,1,1,1,1,2,1,1
6070,1,1,1,2,1,2,1,1,2
6071,2,2,1,1,1,2,0,1,2
6072,1,2,1,1,1,2,0,2,1
6073,2,1,1,2,1,2,2,1,1
6074,1,2,1,2,1,2,0,2,2
6075,1,1,1,1,1,2,2,1,1
6076,1,2,1,2,1,2,0,1,1
6077,1,2,1,1,1,2,1,1,1
6078,1,2,1,1,1,2,1,1,1
6079,2,2,1,1,1,2,1,1,1
6080,2,2,2,1,2,2,0,2,1
6081,2,2,2,2,2,2,0,2,2
6082,2,1,1,1,1,2,0,1,2
6083,2,2,1,1,1,2,1,2,1
6084,2,2,1,1,1,2,0,1,2
6085,2,2,1,1,1,2,0,1,2
6086,2,2,1,2,1,2,1,1,1
6087,1,1,1,1,1,2,1,1,1
6088,2,1,1,2,1,2,1,2,1
6089,2,2,1,1,1,2,1,1,2
6090,1,2,2,1,2,1,1,2,1
6091,1,2,1,1,1,2,1,1,1
6092,1,2,1,1,1,2,1,1,2
6093,2,2,1,1,1,2,0,1,2
6094,1,2,1,1,1,2,2,1,1
6095,1,2,1,1,1,2,0,1,2
6096,2,1,2,2,2,2,0,2,2
6097,2,2,1,2,1,2,0,1,2
6098,2,2,2,2,2,2,2,2,1
6099,2,2,1,1,1,2,0,1,2
6100,2,2,2,2,1,2,0,2,2
6101,2,1,2,1,2,2,0,2,2
6102,1,2,1,1,1,2,0,1,2
6103,1,1,1,1,1,2,1,1,1
6104,1,2,1,1,1,1,0,1,1
6105,2,2,2,1,2,1,0,2,1
6106,1,1,1,1,1,2,0,1,2
6107,2,2,2,2,2,2,2,2,1
6108,2,2,2,1,1,2,0,1,2
6109,2,2,1,1,1,2,1,1,2
6110,2,2,2,1,2,2,1,2,1
6111,2,1,1,1,1,2,1,1,1
6112,2,2,1,2,1,2,0,1,2
6113,1,2,1,1,1,2,1,1,2
6114,2,2,1,1,1,2,0,1,2
6115,2,2,1,1,1,2,0,1,2
6116,1,2,1,1,1,2,1,1,1
6117,1,2,1,1,1,2,1,1,2
6118,2,2,1,1,1,2,0,1,1
6119,1,2,1,1,1,2,2,1,1
6120,2,2,1,2,1,1,1,1,1
6121,1,2,1,1,1,1,1,1,1
6122,1,2,1,1,1,2,1,1,1
6123,1,1,1,1,1,2,2,1,1
6124,2,2,1,1,2,2,0,2,2
6125,1,2,1,1,1,2,2,1,1
6126,2,2,1,1,1,2,0,1,2
6127,2,1,1,1,1,2,2,1,1
6128,1,2,1,1,1,2,2,1,1
6129,1,1,1,1,1,2,1,1,2
6130,2,2,1,1,1,2,0,1,2
6131,2,2,1,1,1,2,2,1,1
6132,2,2,1,1,1,2,0,1,2
6133,1,2,1,1,1,2,0,1,2
6134,2,2,1,2,1,1,2,1,1
6135,1,2,1,1,1,2,1,1,1
6136,2,1,1,1,1,2,0,1,2
6137,2,2,1,1,1,2,0,1,2
6138,1,2,1,1,1,2,2,1,1
6139,2,2,1,1,1,2,0,1,1
6140,1,2,1,1,2,2,0,1,2
6141,1,2,1,1,1,2,2,1,1
6142,2,1,1,1,1,2,1,1,1
6143,1,2,1,1,1,2,2,1,1
6144,2,2,1,1,1,2,1,1,1
6145,1,2,1,1,1,2,0,1,2
6146,1,2,2,1,2,2,0,2,2
6147,2,2,1,2,1,2,1,1,2
6148,1,2,1,1,1,2,1,1,1
6149,1,2,1,1,1,1,0,1,1
6150,2,1,2,1,1,2,0,1,2
6151,2,2,1,1,1,2,1,1,2
6152,2,2,1,1,1,2,0,1,2
6153,1,2,1,2,1,2,1,1,1
6154,2,2,1,1,1,2,0,1,2
6155,2,0,1,1,1,2,0,2,2
6156,2,2,1,1,1,2,0,1,1
6157,1,2,1,1,1,1,0,1,1
6158,2,2,1,1,1,2,0,1,2
6159,1,2,1,1,1,2,1,1,2
6160,1,2,1,1,1,2,1,1,1
6161,2,2,1,1,1,2,0,1,2
6162,1,2,1,2,1,2,0,1,2
6163,2,2,2,1,2,1,1,2,1
6164,2,2,1,2,1,2,1,2,2
6165,2,2,1,2,1,2,0,1,2
6166,2,1,1,2,2,2,0,1,2
6167,1,2,1,1,1,2,0,1,1
6168,2,2,1,1,1,2,0,1,1
6169,2,1,1,1,2,1,1,1,1
6170,2,1,2,2,2,2,1,2,2
6171,1,2,1,1,1,2,1,1,1
6172,2,2,2,1,2,2,1,2,1
6173,1,2,1,2,1,2,0,1,2
6174,1,2,1,1,2,2,0,1,2
6175,2,2,1,1,1,2,0,1,2
6176,1,2,1,1,1,2,1,1,1
6177,1,2,1,1,1,2,2,1,1
6178,1,2,1,1,1,2,2,1,1
6179,2,2,2,1,2,1,0,2,1
6180,2,2,1,2,1,2,0,1,2
6181,2,1,1,2,1,2,0,1,2
6182,2,0,2,2,2,2,0,2,1
6183,2,2,1,1,1,2,0,1,2
6184,2,2,1,1,1,2,0,1,2
6185,2,2,1,2,1,2,0,1,2
6186,2,2,2,1,2,1,1,2,1
6187,1,2,1,2,1,2,0,1,2
6188,2,2,1,1,1,2,0,1,2
6189,2,2,1,2,1,2,1,2,1
6190,2,2,1,1,1,2,1,1,1
6191,2,2,1,1,1,2,0,1,2
6192,1,2,1,1,1,2,2,1,1
6193,2,1,1,1,1,2,0,1,2
6194,1,1,1,1,1,1,1,1,1
6195,1,2,1,1,1,2,1,1,1
6196,2,2,1,1,1,2,0,1,1
6197,1,2,1,1,1,2,0,1,2
6198,2,2,1,1,1,2,1,1,1
6199,1,2,1,1,1,2,1,1,1
6200,2,1,1,1,1,2,0,1,2
6201,2,2,2,1,2,1,0,2,1
6202,1,0,1,1,1,2,0,1,2
6203,2,2,2,1,2,2,0,2,2
6204,1,1,1,1,1,2,2,1,1
6205,1,2,1,1,1,1,0,1,1
6206,1,2,1,1,1,2,0,1,2
6207,1,2,1,1,1,2,1,1,1
6208,1,2,2,1,2,2,0,2,2
6209,2,2,2,1,2,2,1,2,1
6210,1,2,1,1,1,2,0,1,2
6211,2,2,1,1,1,2,0,1,2
6212,1,2,1,1,1,2,1,1,1
6213,1,2,1,1,1,2,0,1,1
6214,2,1,1,2,1,2,0,1,2
6215,2,2,1,1,1,1,2,1,1
6216,2,2,1,1,1,2,1,1,1
6217,1,2,1,1,1,2,2,1,1
6218,2,2,2,1,2,2,0,2,2
6219,2,1,1,1,1,2,0,1,2
6220,2,2,1,1,1,2,2,1,1
6221,1,1,1,1,1,2,2,1,2
6222,1,2,1,2,1,2,2,1,2
6223,1,2,1,1,1,2,2,1,2
6224,2,2,1,1,1,2,0,1,1
6225,2,2,2,1,2,2,2,2,1
6226,1,1,1,2,1,2,0,1,1
6227,1,2,1,1,1,2,1,1,1
6228,1,1,1,1,1,2,1,1,1
6229,2,1,2,2,2,2,1,2,1
6230,2,2,1,1,1,1,1,1,1
6231,1,2,1,1,1,2,2,1,2
6232,2,0,2,2,1,2,1,1,2
6233,2,2,1,1,1,2,2,1,2
6234,2,2,1,1,1,2,2,1,1
6235,1,2,1,1,1,2,1,1,1
6236,2,2,1,1,1,2,1,1,1
6237,1,2,1,1,1,1,1,1,1
6238,2,2,1,1,1,2,0,1,1
6239,2,2,2,1,2,2,2,2,2
6240,1,1,2,2,2,1,0,2,1
6241,2,2,1,1,1,2,0,1,2
6242,2,2,1,1,1,2,2,1,1
6243,1,2,1,1,1,2,0,1,2
6244,1,2,1,1,1,2,1,1,1
6245,1,2,1,1,1,2,0,1,2
6246,2,1,1,1,1,2,0,1,2
6247,1,1,1,1,1,2,1,1,1
6248,1,2,1,1,1,1,1,1,1
6249,1,2,1,1,1,2,2,1,1
6250,2,2,1,1,1,2,0,1,2
6251,1,2,1,1,1,2,1,1,2
6252,2,2,1,1,1,2,1,1,2
6253,2,2,1,1,1,2,1,1,1
6254,2,2,1,1,1,2,0,1,2
6255,2,2,1,1,1,2,0,1,2
6256,1,0,1,1,1,2,0,2,2
6257,1,2,1,1,1,2,1,1,1
6258,2,2,1,2,1,2,0,1,2
6259,2,2,1,1,1,2,2,1,1
6260,1,2,1,1,1,2,1,1,2
6261,2,2,1,1,1,2,1,1,1
6262,2,2,1,1,1,2,1,1,1
6263,2,1,1,2,1,2,0,1,2
6264,2,2,1,1,1,2,0,1,2
6265,1,2,1,1,1,2,0,1,1
6266,1,2,2,2,2,2,1,2,2
6267,2,1,2,1,2,2,1,2,1
6268,2,2,1,2,1,2,0,1,2
6269,1,1,1,1,1,2,0,1,1
6270,1,1,1,1,1,2,1,1,1
6271,2,2,1,1,1,2,1,1,1
6272,1,1,1,1,1,1,1,1,1
6273,2,2,1,2,1,2,1,1,2
6274,2,1,2,1,2,2,1,2,1
6275,2,2,2,1,2,1,1,2,1
6276,2,2,1,2,1,2,0,1,2
6277,1,2,1,1,1,2,1,1,1
6278,1,2,1,1,1,2,1,1,1
6279,2,1,1,2,1,1,1,1,1
6280,1,2,1,1,1,2,1,1,1
6281,1,2,1,2,1,2,0,1,2
6282,2,2,1,1,1,2,0,1,2
6283,1,2,1,1,1,2,0,1,1
6284,2,2,1,1,1,2,1,1,2
6285,1,2,1,1,1,2,0,1,1
6286,2,2,1,1,1,2,0,1,1
6287,2,2,1,1,1,2,1,1,2
6288,1,2,1,1,1,2,1,1,1
6289,1,2,1,1,1,2,1,1,1
6290,1,2,1,1,1,1,1,1,1
6291,1,2,1,1,1,2,1,1,2
6292,2,2,1,2,1,2,0,1,2
6293,1,2,1,1,1,2,1,1,1
6294,2,1,1,1,1,2,1,1,2
6295,1,1,1,1,1,2,0,1,2
6296,2,2,2,2,2,2,0,2,1
6297,1,2,1,1,1,1,0,1,1
6298,1,2,1,1,1,2,1,1,1
6299,2,2,2,1,2,2,1,2,1
6300,2,2,1,1,1,2,0,1,2
6301,1,2,1,1,1,2,0,1,2
6302,1,2,1,1,1,2,1,1,2
6303,1,2,1,1,1,2,0,1,2
6304,1,2,1,2,1,2,0,1,1
6305,2,1,1,1,1,2,0,1,2
6306,1,2,1,2,1,1,1,1,1
6307,2,2,2,2,2,1,1,2,1
6308,1,2,1,1,1,2,2,1,1
6309,2,2,1,1,1,2,0,1,1
6310,1,2,1,1,1,2,0,1,1
6311,2,2,1,1,1,2,1,1,2
6312,1,2,1,1,1,2,2,1,1
6313,1,2,2,2,2,1,1,2,1
6314,2,1,1,1,1,2,0,1,2
6315,1,1,1,1,1,2,1,1,1
6316,2,2,1,1,1,2,2,1,2
6317,2,2,1,1,1,2,0,1,2
6318,1,1,1,1,1,2,2,1,1
6319,2,2,1,2,1,2,0,1,2
6320,2,2,2,1,2,2,0,2,1
6321,2,2,2,1,2,2,0,2,2
6322,1,1,1,1,1,1,1,1,1
6323,1,2,1,1,1,2,0,1,2
6324,2,2,1,1,1,2,1,1,1
6325,2,2,1,1,1,2,0,1,2
6326,2,1,2,1,2,2,0,2,2
6327,2,1,2,2,2,1,1,2,1
6328,2,2,2,1,2,1,0,2,1
6329,2,1,1,1,1,2,2,1,1
6330,2,2,2,1,2,2,1,2,1
6331,2,2,1,1,1,2,0,1,1
6332,2,2,1,1,1,2,0,1,2
6333,1,2,1,2,1,2,0,1,2
6334,1,2,2,2,2,2,0,2,1
6335,1,2,1,1,1,1,2,1,1
6336,2,2,1,1,1,2,1,1,1
6337,2,2,1,1,1,2,0,1,2
6338,1,2,1,1,1,2,2,1,2
6339,2,2,1,1,1,2,2,1,2
6340,2,2,1,2,1,2,1,2,1
6341,2,2,1,1,1,2,0,1,1
6342,2,1,1,1,1,2,1,1,1
6343,2,2,1,1,1,2,1,1,1
6344,2,2,1,1,1,2,2,1,2
6345,1,2,1,1,1,2,1,1,1
6346,1,2,1,1,1,2,0,1,2
6347,2,2,1,1,1,2,0,1,2
6348,1,1,1,1,1,2,0,1,2
6349,1,2,1,1,1,1,2,1,1
6350,2,2,1,1,1,2,2,1,1
6351,1,2,1,1,1,2,2,1,1
6352,1,2,1,1,1,2,0,1,2
6353,1,2,1,1,1,2,0,1,2
6354,1,2,1,1,1,1,2,1,1
6355,2,2,1,1,1,2,0,1,2
6356,1,2,1,1,1,2,2,1,2
6357,2,2,1,1,1,2,1,1,1
6358,1,1,1,1,1,2,1,1,1
6359,2,2,1,1,1,2,2,1,1
6360,1,2,1,1,1,2,2,1,1
6361,2,2,1,1,1,2,2,1,2
6362,1,2,1,1,1,2,0,1,2
6363,1,2,2,1,2,2,1,2,1
6364,2,2,1,1,1,2,0,1,1
6365,2,2,1,1,1,2,0,1,2
6366,2,2,1,1,1,2,0,1,2
6367,2,2,1,1,1,2,1,1,2
6368,2,2,1,1,1,2,0,1,2
6369,1,2,1,1,1,2,0,1,2
6370,2,2,1,1,1,2,0,1,1
6371,2,2,1,1,1,2,0,1,2
6372,1,2,1,1,1,2,2,1,2
6373,2,2,1,1,1,2,1,1,1
6374,2,2,1,1,1,2,2,1,2
6375,2,2,2,1,2,1,1,2,1
6376,2,1,1,1,1,2,2,1,2
6377,1,1,1,1,1,2,1,1,1
6378,1,2,1,2,1,2,1,1,2
6379,2,1,1,1,1,2,2,1,2
6380,2,2,1,2,1,2,2,2,2
6381,2,1,1,1,1,2,1,1,2
6382,2,2,1,1,1,2,2,2,2
6383,2,2,1,2,1,2,1,1,1
6384,1,2,1,1,1,2,1,1,2
6385,2,1,1,1,1,2,0,1,2
6386,2,2,1,1,1,2,1,1,1
6387,1,2,1,1,1,1,1,1,1
6388,1,2,1,1,1,2,1,1,1
6389,1,2,1,2,1,2,1,1,2
6390,1,1,1,1,1,2,0,1,1
6391,2,2,2,2,2,2,0,2,1
6392,2,1,1,1,1,1,0,1,1
6393,2,2,2,2,2,2,0,2,2
6394,1,1,1,1,1,1,0,2,1
6395,2,2,2,1,2,1,0,2,1
6396,2,2,1,1,1,2,0,1,1
6397,2,2,1,2,1,2,1,1,1
6398,1,2,1,1,1,2,1,1,2
6399,1,2,1,1,1,2,0,1,1
6400,1,2,1,1,1,2,1,1,1
6401,1,2,1,1,1,2,1,1,1
6402,1,1,1,2,1,2,1,2,1
6403,2,2,2,2,2,2,0,2,2
6404,1,1,1,1,1,2,0,1,1
6405,1,2,1,1,2,2,1,2,2
6406,1,2,1,1,1,2,0,1,2
6407,2,2,2,1,2,2,1,2,1
6408,1,1,1,1,1,2,1,2,1
6409,2,2,1,1,1,1,1,1,1
6410,2,0,1,2,1,2,0,2,2
6411,2,1,1,1,1,2,0,1,2
6412,2,1,1,1,1,2,0,1,1
6413,2,2,1,1,1,2,0,2,2
6414,1,2,1,1,1,2,1,1,1
6415,1,2,1,1,1,2,0,1,2
6416,1,2,1,1,1,1,0,1,1
6417,1,2,1,1,1,2,1,1,1
6418,1,2,1,1,1,2,1,1,1
6419,2,2,2,2,2,2,0,2,2
6420,1,1,1,1,1,2,0,1,1
6421,2,2,2,1,2,2,0,2,1
6422,2,2,1,1,1,2,1,1,1
6423,2,2,1,1,1,2,1,1,2
6424,2,2,2,2,1,2,0,2,2
6425,2,1,1,2,1,2,1,1,1
6426,1,2,1,1,1,2,1,1,1
6427,2,2,1,1,1,2,1,1,1
6428,2,2,2,1,2,2,0,2,1
6429,1,2,1,1,1,2,2,1,1
6430,1,1,1,1,1,2,1,1,1
6431,2,1,1,1,1,1,1,1,1
6432,2,2,1,1,1,2,1,1,1
6433,2,2,2,1,2,2,0,2,1
6434,2,1,1,1,1,2,1,1,1
6435,1,1,1,1,1,2,0,1,1
6436,1,1,1,1,1,2,2,1,1
6437,2,2,1,1,1,1,1,1,1
6438,2,2,1,1,1,2,1,1,2
6439,1,2,1,1,1,2,1,1,1
6440,1,2,1,1,1,2,0,1,2
6441,1,1,1,2,1,2,1,1,1
6442,2,2,1,1,1,2,0,1,2
6443,2,2,2,1,2,2,1,2,1
6444,1,2,1,1,1,2,0,1,2
